Risk Category,Preserve Case,Keyword,Date Added
Fin_Risk,,Anti-takeover (provisions|prevision),11/30/2009
Fin_Risk,,Bank debt,11/30/2009
Fin_Risk,,Capital (expenditure|expenditures) ,11/30/2009
Fin_Risk,,Capital (lease|leases) ,11/30/2009
Fin_Risk,,chapter 11,12/7/2009
Fin_Risk,,chapter 7,12/7/2009
Fin_Risk,,chapter 9,12/7/2009
Fin_Risk,,Collateral,12/7/2009
Fin_Risk,,Concentrated ownership ,11/30/2009
Fin_Risk,,(Covenant|covenants),11/30/2009
Fin_Risk,,Credit (facility|facilities),11/30/2009
Fin_Risk,,Credit rating ,11/30/2009
Fin_Risk,,Credit risk ,11/30/2009
Fin_Risk,,Debt burden,11/30/2009
Fin_Risk,,Decline in stock price,11/30/2009
Fin_Risk,,Default ,11/30/2009
Fin_Risk,,Defined Benefit,11/30/2009
Fin_Risk,,Dilution ,11/30/2009
Fin_Risk,,Dividends ,11/30/2009
Fin_Risk,,Downgrade,12/7/2009
Fin_Risk,,Family ,11/30/2009
Fin_Risk,,Financial condition ,11/30/2009
Fin_Risk,,Financing costs ,11/30/2009
Fin_Risk,,Funded status ,11/30/2009
Fin_Risk,,Illiquid market ,11/30/2009
Fin_Risk,,Improvements ,11/30/2009
Fin_Risk,,Indebtedness ,11/30/2009
Fin_Risk,,Insider sales ,11/30/2009
Fin_Risk,,Investment in equipment,11/30/2009
Fin_Risk,,Investment in plant ,11/30/2009
Fin_Risk,,(lease|leases|leasing),12/7/2009
Fin_Risk,,Lease (commitment|commitments),11/30/2009
Fin_Risk,,Leverage ,11/30/2009
Fin_Risk,,Leveraged (lease|leases),11/30/2009
Fin_Risk,,Limited trading ,11/30/2009
Fin_Risk,,Liquidity ,11/30/2009
Fin_Risk,,Loan,12/7/2009
Fin_Risk,,Locked-in (lease|leases),11/30/2009
Fin_Risk,,Mandatory contribution,11/30/2009
Fin_Risk,,Maturity ,11/30/2009
Fin_Risk,,Negative operating cash flow ,11/30/2009
Fin_Risk,,New financing ,11/30/2009
Fin_Risk,,Obligations,11/30/2009
Fin_Risk,1,OPEB,11/30/2009
Fin_Risk,,Operating losses ,11/30/2009
Fin_Risk,,Penny stock ,11/30/2009
Fin_Risk,,Postretirement,11/30/2009
Fin_Risk,,Rating,12/7/2009
Fin_Risk,,Refinance,12/7/2009
Fin_Risk,,Refinancing ,11/30/2009
Fin_Risk,,reinsurance,12/7/2009
Fin_Risk,,Renegotiation ,11/30/2009
Fin_Risk,,reorganization,12/7/2009
Fin_Risk,,reserves,12/7/2009
Fin_Risk,,Revolver,11/30/2009
Fin_Risk,,Sale of productive assets ,11/30/2009
Fin_Risk,,Stock market listing ,11/30/2009
Fin_Risk,,Stock price drop ,11/30/2009
Fin_Risk,,Stock price volatility ,11/30/2009
Fin_Risk,,Underfunded pensions ,11/30/2009
Fin_Risk,,underwriting,12/7/2009
Fin_Risk,,Volatility of operating results ,11/30/2009
Fin_Risk,,Volatility of revenues ,11/30/2009
Fin_Risk,,Volatility of sales,11/30/2009
Fin_Risk,,Working capital ,11/30/2009
Idio_Risk,,Acquisition ,11/30/2009
Idio_Risk,,Adequate staffing ,11/30/2009
Idio_Risk,,Advertising ,11/30/2009
Idio_Risk,,Asset (impairment|impairments),11/30/2009
Idio_Risk,,Asset (securitization|securitizations),11/30/2009
Idio_Risk,,Assimilation ,11/30/2009
Idio_Risk,,backlog,12/7/2009
Idio_Risk,,Brand ,11/30/2009
Idio_Risk,,Brand recognition ,11/30/2009
Idio_Risk,,California power crisis ,11/30/2009
Idio_Risk,,Certification ,11/30/2009
Idio_Risk,,clinical (trial|trials),12/7/2009
Idio_Risk,,commercialize,12/7/2009
Idio_Risk,,Concentration ,11/30/2009
Idio_Risk,,Consolidation ,11/30/2009
Idio_Risk,,construction,12/7/2009
Idio_Risk,,(Contract|contracts),12/7/2009
Idio_Risk,,(Copyright|copyrights) ,11/30/2009
Idio_Risk,,Corporate culture ,11/30/2009
Idio_Risk,,Cost control ,11/30/2009
Idio_Risk,,Customer concentration ,11/30/2009
Idio_Risk,,Customer service,11/30/2009
Idio_Risk,,Delivery ,11/30/2009
Idio_Risk,,distribution,12/7/2009
Idio_Risk,,(Distributor|distributors),11/30/2009
Idio_Risk,,Downsizing,11/30/2009
Idio_Risk,,Economies of scale ,11/30/2009
Idio_Risk,,Embargo,11/30/2009
Idio_Risk,,Enron ,11/30/2009
Idio_Risk,,expand,12/7/2009
Idio_Risk,,Expanding,11/30/2009
Idio_Risk,,Expansion ,11/30/2009
Idio_Risk,,(Export|exports) ,11/30/2009
Idio_Risk,,facilities,12/7/2009
Idio_Risk,,franchise,12/7/2009
Idio_Risk,,franchisee,12/7/2009
Idio_Risk,,Goodwill,11/30/2009
Idio_Risk,,Goodwill (impairment|impairments),11/30/2009
Idio_Risk,,impairment,12/7/2009
Idio_Risk,,Information technology,11/30/2009
Idio_Risk,,Innovation ,11/30/2009
Idio_Risk,,Insurance coverage ,11/30/2009
Idio_Risk,,intangible,12/7/2009
Idio_Risk,,(Integrate|integrating|integration),11/30/2009
Idio_Risk,,intellectual,12/7/2009
Idio_Risk,,Internal (control|controls),11/30/2009
Idio_Risk,,Internet ,11/30/2009
Idio_Risk,,Investment in (subsidiary|subsidiaries),11/30/2009
Idio_Risk,1,IT ,11/30/2009
Idio_Risk,,Joint (venture|ventures),11/30/2009
Idio_Risk,,Keep and retain top management,11/30/2009
Idio_Risk,,Key personnel,11/30/2009
Idio_Risk,,Labor (cost|costs),11/30/2009
Idio_Risk,,Labor relations ,11/30/2009
Idio_Risk,,Labor (union|unions) ,11/30/2009
Idio_Risk,,(license|licenses),12/7/2009
Idio_Risk,,Limited operating history ,11/30/2009
Idio_Risk,,Maintenance,11/30/2009
Idio_Risk,,Management retention,11/30/2009
Idio_Risk,,Market acceptance,11/30/2009
Idio_Risk,,Marketing ,11/30/2009
Idio_Risk,,Material (weakness|weaknesses),11/30/2009
Idio_Risk,1,MBS,11/30/2009
Idio_Risk,,Merger ,11/30/2009
Idio_Risk,,Mortgage backed securities,11/30/2009
Idio_Risk,,Mortgage servicing rights,11/30/2009
Idio_Risk,1,MSR,11/30/2009
Idio_Risk,,Natural disasters ,11/30/2009
Idio_Risk,,New Construction,12/7/2009
Idio_Risk,,New product acceptance ,11/30/2009
Idio_Risk,,New product development ,11/30/2009
Idio_Risk,,No current operations ,11/30/2009
Idio_Risk,,online,12/7/2009
